"","Pathway total","Hits.total","Hits.sig","Expected","P(Fisher)","P(EASE)","P(Gamma)","Emp.Hits","Empirical","AdjP.Fisher","AdjP.EASE","AdjP.Gamma","Pathway Number","cpd.hits"
"Pyrimidine metabolism","39","37","36","63.68","0.059542","0.099307","0.03074","0","0","1","1","1","P11","EC0008;EC00057;EC00058;EC00059;EC000195;EC000639;EC000105;EC000106;EC00072;EC000287;EC000288;EC000393;EC000394;EC000395;EC000396;EC000175;EC000176;EC000177;EC00056;EC000123;EC000124;EC00044;EC00045;EC00046;EC00047;EC000427;EC000428;EC000429;EC000528;EC000242;EC000243;EC000244;EC000570;EC000571;EC000423;EC000700;EC000355;EC000454;EC000353;EC000422;EC000354;EC000224;EC000225;EC000226;EC000227;EC000199;EC000200;EC0001394;EC0001395;EC0001396;EC0001188;EC0001189;EC000402;EC000403;EC000404;EC000284;EC000285;EC000132;EC000107;EC000108;EC00028;EC00029;EC000523;EC000524;EC000322;EC000323;EC000324;EC000325;EC0001190"
"D-Amino acid metabolism","15","15","15","26.404","0.071863","0.15488","0.031673","100","1","1","1","1","P12","EC00057;EC00058;EC00059;EC00019;EC00020;EC00037;EC00039;EC00060;EC00061;EC00062;EC00063;EC00053;EC00054;EC00073;EC00074;EC000169;EC000170;EC000171;EC000172;EC000397;EC000399;EC000739;EC000740;EC000741;EC000742;EC00027;EC000880;EC000881;EC000859;EC000861"
"Glycolysis or Gluconeogenesis","23","19","18","20.968","0.092101","0.20396","0.033275","100","1","1","1","1","P13","EC00064;EC00018;EC000206;EC00068;EC00069;EC00070;EC000213;EC000214;EC000215;EC000120;EC000121;EC000122;EC000341;EC00085;EC00086;EC00087;EC00088;EC00089;EC00023;EC00024;EC00025;EC00027;EC000240;EC000241"
"Pentose and glucuronate interconversions","18","18","18","20.968","0.092101","0.20396","0.033275","0","0","1","1","1","P14","EC000192;EC00022;EC00085;EC00086;EC00087;EC00088;EC00089;EC000264;EC000265;EC000127;EC000128;EC000129;EC000131;EC000137;EC000138;EC000361;EC000631;EC000632;EC000633;EC000212;EC000771;EC000772;EC000773;EC000548"
"Propanoate metabolism","19","10","10","15.532","0.11881","0.27379","0.035523","0","0","1","1","1","P15","EC000113;EC000114;EC000115;EC000116;EC000118;EC0001114;EC0001115;EC00030;EC00032;EC00028;EC00029;EC00018;EC000636;EC000637;EC000638;EC00064;EC0001392;EC000206"
"Arachidonic acid metabolism","43","43","43","31.064","0.1382","0.24354","0.037258","0","0","1","1","1","P16","EC000920;EC000921;EC000922;EC000923;EC000228;EC000229;EC000230;EC000760;EC000761;EC000762;EC0001110;EC0001113;EC000576;EC000577;EC000578;EC000579;EC000763;EC000389;EC000390;EC000391;EC000392;EC000499;EC000500;EC000501;EC000502;EC000503;EC000909;EC000910;EC0001225;EC0001226;EC0001107;EC0001108;EC0001104;EC0001105"
"Alanine, aspartate and glutamate metabolism","28","27","26","52.808","0.15901","0.2402","0.039225","100","1","1","1","1","P17","EC000621;EC000622;EC000623;EC000624;EC00037;EC00039;EC000175;EC000176;EC000177;EC000836;EC000837;EC000838;EC000839;EC000884;EC00028;EC00029;EC000113;EC000114;EC000115;EC000116;EC000118;EC00019;EC00020;EC000322;EC000323;EC000324;EC000325;EC00057;EC00058;EC00059;EC000588;EC000589;EC000859;EC000861;EC0001216;EC0001217;EC0001220;EC0001383;EC000188;EC00027;EC000139;EC000140;EC00018;EC000402;EC000403;EC000404;EC00030;EC00032;EC00021;EC000195;EC000338;EC000339;EC000340;EC000827;EC0001380;EC0001381"
"Glutathione metabolism","19","13","13","21.744","0.17947","0.32697","0.041269","100","1","1","1","1","P18","EC00040;EC00041;EC00042;EC0004;EC000145;EC000516;EC000517;EC000518;EC000100;EC000101;EC000102;EC00019;EC00020;EC000701;EC000739;EC000740;EC000741;EC000742;EC00073;EC00074;EC000151;EC000298;EC000533;EC0001290"
"Glycine, serine and threonine metabolism","30","22","21","44.266","0.18453","0.28164","0.041793","100","1","1","1","1","P19","EC00060;EC00061;EC00062;EC00063;EC000202;EC000203;EC000204;EC000475;EC000213;EC000214;EC000215;EC000322;EC000323;EC000324;EC000325;EC000774;EC000775;EC000776;EC000607;EC000608;EC000610;EC00028;EC00029;EC000161;EC000208;EC000209;EC000266;EC000193;EC000194;EC000289;EC000290;EC000291;EC000831;EC000100;EC000101;EC000102;EC000113;EC000114;EC000115;EC000116;EC000118;EC000855;EC000856;EC000858;EC00018;EC000397;EC000399"
"One carbon pool by folate","26","22","19","36.5","0.19347","0.30475","0.042735","0","0","1","1","1","P20","EC000381;EC000411;EC000412;EC000161;EC000410;EC000513;EC000355;EC000183;EC000184;EC0001;EC00065;EC00066;EC00067;EC00011;EC00017;EC000202;EC000203;EC000204;EC000322;EC000323;EC000324;EC000325;EC00028;EC00029;EC00060;EC00061;EC00062;EC00063;EC000774;EC000775;EC000776;EC000354;EC000219;EC000220;EC000221;EC000223;EC000100;EC000101;EC000102"
"Nitrogen metabolism","6","3","3","4.6595","0.20167","0.5709","0.04362","100","1","1","1","1","P21","EC00019;EC00020;EC000195;EC00057;EC00058;EC00059"
"Valine, leucine and isoleucine degradation","35","14","14","24.851","0.20448","0.34737","0.043928","100","1","1","1","1","P22","EC000113;EC000114;EC000115;EC000116;EC000118;EC000235;EC000236;EC000237;EC00064;EC000202;EC000203;EC000204;EC000158;EC000160;EC000141;EC000142;EC000143;EC000144;EC000322;EC000323;EC000324;EC000325;EC000636;EC000637;EC000638;EC00030;EC00032"
"Citrate cycle (TCA cycle)","16","14","12","17.085","0.20621","0.38495","0.044118","100","1","1","1","1","P23","EC00021;EC00064;EC00030;EC00032;EC000962;EC000963;EC000188;EC00027;EC000173;EC000174;EC000382;EC000383;EC000384;EC00018;EC000139;EC000140;EC00068;EC00069;EC00070"
"Retinol metabolism","16","16","16","12.425","0.23908","0.46172","0.047922","0","0","1","1","1","P24","EC000425;EC000426;EC000359;EC000360;EC000757;EC000535;EC000536;EC000537;EC0001254;EC0001255;EC000796;EC0001334;EC0001335;EC0001191"
"Thiamine metabolism","5","3","3","3.8829","0.26349","0.66551","0.05098","100","1","1","1","1","P25","EC000100;EC000101;EC000102;EC000826;EC00064"
"alpha-Linolenic acid metabolism","12","5","4","7.7659","0.28152","0.5724","0.053379","0","0","1","1","1","P26","EC0001272;EC0001141;EC0001142;EC0001271;EC0001265;EC0001266;EC0001267;EC0001268;EC0001269"
"beta-Alanine metabolism","21","14","14","25.627","0.31649","0.47471","0.058396","100","1","1","1","1","P27","EC000206;EC00018;EC00028;EC00029;EC00037;EC00039;EC000175;EC000176;EC000177;EC000393;EC000394;EC000395;EC000396;EC000366;EC000367;EC000368;EC000573;EC000574;EC000533;EC000958;EC000959;EC000107;EC000108;EC000960;EC000152;EC000154;EC000298"
"Vitamin B6 metabolism","9","9","9","14.755","0.31732","0.52887","0.058522","100","1","1","1","1","P28","EC0001121;EC0001122;EC000489;EC000511;EC000296;EC000297;EC00010;EC000253;EC000254;EC000255;EC000256;EC000456;EC000457;EC0001119;EC0001120;EC000565"
"Pentose phosphate pathway","23","23","23","39.606","0.32375","0.44944","0.059503","100","1","1","1","1","P29","EC00085;EC00086;EC00087;EC00088;EC00089;EC000735;EC000523;EC000524;EC000127;EC000128;EC000129;EC000131;EC000137;EC000138;EC000120;EC000121;EC000122;EC000965;EC000966;EC000967;EC000341;EC000330;EC000331;EC000332;EC000673;EC000674;EC000675;EC000264;EC000265;EC000216;EC000218;EC000266;EC000751;EC000752;EC000753;EC000754;EC000132;EC000278;EC000213;EC000214;EC000215"
"Drug metabolism - cytochrome P450","43","30","28","39.606","0.32375","0.44944","0.059503","0","0","1","1","1","P30","EC000929;EC000930;EC0001181;EC0001314;EC0001315;EC0001294;EC0001296;EC0001297;EC0001300;EC0001301;EC0001302;EC0001303;EC0001304;EC0001171;EC0001332;EC0001281;EC0001282;EC0001287;EC0001288;EC0001284;EC0001285;EC0001286;EC0001182;EC0001183;EC0001184;EC0001310;EC0001312;EC0001291;EC0001292;EC0001293;EC0001035;EC0001036;EC0001037;EC0001305;EC0001306;EC0001307;EC000703;EC000704;EC0001309;EC0001330;EC0001333"
"Folate biosynthesis","26","22","22","21.744","0.33016","0.50377","0.060499","0","0","1","1","1","P31","EC000381;EC000269;EC000270;EC000562;EC0001096;EC0001094;EC0001095;EC00034;EC000581;EC000928;EC000164;EC000165;EC000166;EC0001097;EC0001098;EC0001377;EC0001256;EC0001257;EC000276;EC000828;EC0001378;EC0001379;EC0001401"
"Valine, leucine and isoleucine biosynthesis","8","8","8","17.862","0.34531","0.53822","0.062931","100","1","1","1","1","P32","EC000208;EC000209;EC000235;EC000236;EC000237;EC000141;EC000142;EC000143;EC000144;EC000158;EC000160;EC000113;EC000114;EC000115;EC000116;EC000118;EC000202;EC000203;EC000204"
"Fatty acid biosynthesis","9","7","6","13.979","0.36248","0.5807","0.06582","100","1","1","1","1","P33","EC000251;EC000252;EC000193;EC000194;EC0001137;EC0001138;EC0001139;EC000801;EC000802;EC000804;EC000715;EC000716;EC000717;EC0001135;EC0001136"
"Metabolism of xenobiotics by cytochrome P450","68","41","40","48.148","0.3889","0.50517","0.070564","0","0","1","1","1","P34","EC0001240;EC0001241;EC0001224;EC0001221;EC0001227;EC0001250;EC0001251;EC0001128;EC0001129;EC0001130;EC0001131;EC0001230;EC0001232;EC0001367;EC0001368;EC0001369;EC0001280;EC0001152;EC0001153;EC0001358;EC0001177;EC000558;EC0001222;EC0001242;EC0001243;EC0001244;EC0001245;EC0001253;EC0001252;EC0001239;EC0001246;EC0001247;EC0001228;EC0001248;EC000824;EC000825;EC000680;EC000681;EC000683;EC0001370;EC0001364;EC0001365;EC0001366;EC0001204;EC0001373;EC0001362;EC0001363;EC0001359;EC0001361"
"Steroid biosynthesis","40","33","32","20.191","0.40852","0.58964","0.07434","0","0","1","1","1","P35","EC000654;EC000936;EC000709;EC000710;EC000711;EC000712;EC000713;EC000207;EC000931;EC000933;EC000934;EC000935;EC000628;EC0001207;EC0001208;EC000725;EC000842;EC0001409;EC000734;EC0001343;EC0001345"
"Terpenoid backbone biosynthesis","14","7","6","13.202","0.41161","0.63333","0.074955","0","0","1","1","1","P36","EC000385;EC000386;EC000387;EC000648;EC000649;EC000640;EC000641;EC000328;EC000329;EC0001375;EC0001376;EC000844;EC000846;EC000847"
"Glycerolipid metabolism","7","6","6","9.3191","0.44173","0.6966","0.08127","100","1","1","1","1","P37","EC00095;EC00096;EC000206;EC000266;EC000120;EC000121;EC000122;EC000213;EC000214;EC000215"
"Inositol phosphate metabolism","21","19","19","19.415","0.4511","0.63309","0.083359","0","0","1","1","1","P38","EC000676;EC000688;EC000689;EC000341;EC00085;EC00086;EC00087;EC00088;EC00089;EC00023;EC00024;EC00025;EC000691;EC000692;EC000693;EC00018;EC000120;EC000121;EC000122;EC000212"
"Starch and sucrose metabolism","12","12","12","12.425","0.46441","0.68585","0.086433","0","0","1","1","1","P39","EC00090;EC00091;EC00092;EC00023;EC00024;EC00025;EC00022;EC00085;EC00086;EC00087;EC00088;EC00089;EC000341"
"Ascorbate and aldarate metabolism","8","8","8","11.649","0.52039","0.73725","0.1009","100","1","1","1","1","P40","EC00023;EC00024;EC00025;EC00022;EC000216;EC000218;EC000800;EC000192;EC000264;EC000265;EC000212;EC000552"
"Sphingolipid metabolism","11","11","9","14.755","0.53183","0.72583","0.1042","0","0","1","1","1","P41","EC0001123;EC0001124;EC000564;EC000299;EC000300;EC00060;EC00061;EC00062;EC00063;EC000732;EC0001212;EC000333;EC000334;EC000335;EC000337"
"Porphyrin metabolism","29","10","7","14.755","0.53183","0.72583","0.1042","85","0.85","1","1","1","P42","EC000443;EC000444;EC000445;EC000634;EC000635;EC000582;EC000583;EC000584;EC000586;EC000397;EC000399;EC00019;EC00020;EC000433;EC0001066"
"Mannose type O-glycan biosynthesis","3","3","3","4.6595","0.57261","0.85473","0.11706","0","0","1","1","1","P43","EC000548;EC00056;EC000631;EC000632;EC000633"
"Arginine and proline metabolism","35","33","31","52.808","0.579","0.68223","0.11924","100","1","1","1","1","P44","EC00053;EC00054;EC000475;EC000289;EC000290;EC000291;EC00073;EC00074;EC000647;EC000151;EC000298;EC00011;EC000533;EC000462;EC000322;EC000323;EC000324;EC000325;EC000377;EC000378;EC0001099;EC0001100;EC000739;EC000740;EC000741;EC000742;EC000397;EC000399;EC000169;EC000170;EC000171;EC000172;EC00019;EC00020;EC000834;EC0001103;EC000643;EC000644;EC000777;EC000779;EC000780;EC000781;EC000201;EC000573;EC000574;EC000813;EC000814;EC000815;EC000816;EC000859;EC000861;EC00018"
"Histidine metabolism","16","16","16","39.606","0.58734","0.70478","0.12217","100","1","1","1","1","P45","EC00019;EC00020;EC000866;EC000867;EC000868;EC000540;EC000542;EC000543;EC000152;EC000154;EC000366;EC000367;EC000368;EC000941;EC000942;EC000939;EC0001071;EC0001072;EC0001074;EC000373;EC000374;EC000650;EC000651;EC000653;EC000626;EC000405;EC000406;EC000407;EC000408;EC000409;EC000573;EC000574;EC000199;EC000200;EC0001076;EC0001077;EC0001078;EC00037;EC00039"
"Pantothenate and CoA biosynthesis","18","15","14","32.617","0.61044","0.73538","0.13074","88","0.88","1","1","1","P46","EC000645;EC000560;EC000561;EC000568;EC000569;EC000175;EC000176;EC000177;EC000393;EC000394;EC000395;EC000396;EC000202;EC000203;EC000204;EC00037;EC00039;EC0007;EC000848;EC000851;EC000852;EC000853;EC000100;EC000101;EC000102;EC00028;EC00029;EC000107;EC000108;EC000158;EC000160;EC0006"
"Steroid hormone biosynthesis","87","77","61","48.925","0.71096","0.79872","0.1782","0","0","1","1","1","P47","EC000207;EC000863;EC000864;EC000976;EC000977;EC000978;EC000979;EC000980;EC000745;EC000990;EC000988;EC000459;EC000460;EC000903;EC000904;EC000452;EC000453;EC000656;EC000657;EC000758;EC000534;EC000531;EC000532;EC000991;EC000992;EC000993;EC000995;EC000424;EC000592;EC000593;EC000953;EC000952;EC000892;EC0001354;EC0001355;EC000996;EC0001352;EC0001353;EC000989;EC0001198;EC0001199;EC0001197;EC0001195;EC0001193;EC0001194;EC000998;EC0001000"
"Biosynthesis of unsaturated fatty acids","36","22","15","27.181","0.71103","0.8243","0.17824","0","0","1","1","1","P48","EC000448;EC000449;EC000769;EC000251;EC000252;EC000705;EC000707;EC000529;EC000530;EC000718;EC000719;EC000720;EC000721;EC000722;EC000228;EC000229;EC000230;EC000832;EC000833;EC0001141;EC0001142;EC0001146;EC0001147;EC0001143;EC0001144;EC000949"
"Galactose metabolism","27","26","26","24.074","0.71312","0.83161","0.17945","0","0","1","1","1","P49","EC000724;EC00085;EC00086;EC00087;EC00088;EC00089;EC000439;EC000441;EC00090;EC00091;EC00092;EC00023;EC00024;EC00025;EC000971;EC000972;EC000973;EC000974;EC000968;EC00022;EC000341;EC000549;EC000551"
"Glycerophospholipid metabolism","13","9","9","24.074","0.71312","0.83161","0.17945","100","1","1","1","1","P50","EC000120;EC000121;EC000122;EC000294;EC000476;EC000664;EC000665;EC000333;EC000334;EC000335;EC000337;EC00095;EC00096;EC000519;EC000520;EC000521;EC000522;EC000469;EC000470;EC000471;EC000472;EC000670;EC000672"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","4","3","2","6.2127","0.71871","0.90711","0.18273","100","1","1","1","1","P51","EC000251;EC000252;EC000333;EC000334;EC000335;EC000337"
"Sulfur metabolism","8","5","4","6.2127","0.71871","0.90711","0.18273","0","0","1","1","1","P52","EC00048;EC000231;EC000232;EC000301;EC0001341;EC0001342"
"Phenylalanine metabolism","8","8","8","17.862","0.72114","0.85188","0.18418","100","1","1","1","1","P53","EC000480;EC000481;EC000482;EC00078;EC00079;EC00080;EC000955;EC000956;EC000957;EC000189;EC000190;EC000191;EC000877;EC000878;EC000504;EC00081;EC00082"
"Purine metabolism","70","62","56","89.308","0.72946","0.79294","0.18927","0","0","1","1","1","P54","EC00026;EC000362;EC000363;EC000364;EC000365;EC000127;EC000128;EC000129;EC000131;EC00057;EC00058;EC00059;EC000132;EC000827;EC000891;EC000906;EC000907;EC000908;EC000925;EC000926;EC000924;EC000919;EC0001;EC0006;EC00013;EC00015;EC000884;EC000148;EC000219;EC000220;EC000221;EC000223;EC000350;EC000351;EC000352;EC000463;EC000464;EC000466;EC000468;EC0001001;EC0001002;EC0001003;EC000733;EC000104;EC000164;EC000165;EC000166;EC000512;EC000267;EC000268;EC000280;EC000281;EC000245;EC000246;EC000669;EC00034;EC000369;EC000370;EC000590;EC00048;EC000231;EC000232;EC000896;EC000685;EC000686;EC000292;EC000293;EC000168;EC0001214;EC000697;EC000699;EC0001410;EC0001412;EC0001413;EC0001415;EC0001416;EC000356;EC000357;EC000150;EC000687;EC000782;EC0001125;EC0001126;EC0001418;EC0001419;EC0001421"
"Lysine degradation","21","14","12","29.51","0.74118","0.8428","0.19676","100","1","1","1","1","P55","EC00035;EC00036;EC000413;EC000414;EC000415;EC000416;EC000418;EC000813;EC000814;EC000815;EC000816;EC000599;EC000600;EC00064;EC000304;EC000305;EC0001336;EC0001337;EC0001338;EC000377;EC000378;EC000882;EC000883;EC000664;EC000665;EC000419;EC000421;EC000684"
"Riboflavin metabolism","4","4","4","7.7659","0.81311","0.93934","0.25325","0","0","1","1","1","P56","EC000260;EC000261;EC000262;EC00050;EC00052;EC0009;EC000611"
"Selenocompound metabolism","16","5","4","4.6595","0.85577","0.97029","0.29892","0","0","1","1","1","P57","EC0001063;EC0001064;EC00028;EC00029"
"Biotin metabolism","4","3","3","6.9893","0.86388","0.96265","0.30908","0","0","1","1","1","P58","EC000136;EC0001090;EC0001092;EC0001093;EC00035;EC00036"
"Drug metabolism - other enzymes","28","17","14","25.627","0.87505","0.93641","0.32407","0","0","1","1","1","P59","EC0001320;EC0001319;EC0001324;EC0001325;EC0001326;EC0001203;EC0001206;EC0001402;EC0001403;EC0001405;EC0001327;EC000894;EC000895;EC0001408;EC0001178;EC0001179;EC0001180;EC0001318;EC0001316;EC0001407;EC000257;EC000258;EC000259"
"Fatty acid degradation","35","13","7","11.649","0.88611","0.95957","0.34018","0","0","1","1","1","P60","EC000798;EC000251;EC000252;EC000820;EC000821;EC000822;EC0007;EC000948;EC000945;EC000949"
"Phenylalanine, tyrosine and tryptophan biosynthesis","4","4","4","10.872","0.91574","0.97317","0.39146","100","1","1","1","1","P61","EC000189;EC000190;EC000191;EC00078;EC00079;EC00080;EC00081;EC00082;EC000661"
"Nicotinate and nicotinamide metabolism","15","14","13","23.298","0.93105","0.96926","0.42435","100","1","1","1","1","P62","EC00037;EC00039;EC000567;EC000872;EC0001080;EC000666;EC000667;EC0002;EC000828;EC000178;EC000180;EC000181;EC000812;EC0004;EC000257;EC000258;EC000259;EC0001081;EC0001082;EC0001084"
"Fatty acid elongation","28","9","5","7.7659","0.94004","0.98596","0.44661","0","0","1","1","1","P63","EC000949;EC000798;EC000945;EC000948;EC000251;EC000252"
"Tryptophan metabolism","41","35","31","65.233","0.98868","0.99394","0.66266","100","1","1","1","1","P64","EC00075;EC00076;EC00077;EC000723;EC000538;EC000539;EC0001035;EC0001036;EC0001037;EC0001039;EC0001040;EC000829;EC000507;EC000508;EC000509;EC000805;EC000808;EC000304;EC000305;EC000885;EC000886;EC000887;EC000897;EC000900;EC000493;EC000310;EC000311;EC000312;EC000495;EC000496;EC000498;EC0001051;EC0001052;EC000594;EC000595;EC000596;EC000598;EC000375;EC000320;EC000321;EC0001044;EC0001045;EC0001047;EC0001056;EC0001057;EC0001059;EC000768;EC000111;EC000112;EC0001043;EC0001048;EC000680;EC000681;EC000683;EC0001133;EC0001134"
"Caffeine metabolism","10","10","5","10.096","0.99653","0.99944","0.76538","100","1","1","1","1","P65","EC00024;EC00025;EC0001167;EC0001168;EC0001169;EC0001275"
"Phosphonate and phosphinate metabolism","4","2","1","4.6595","0.99669","0.99984","0.76874","100","1","1","1","1","P66","EC0001148;EC0001150"
"Lipoic acid metabolism","17","9","6","13.202","0.99831","0.99968","0.81195","100","1","1","1","1","P67","EC0001262;EC0001264;EC00018;EC00064;EC00021;EC000304;EC000305;EC000161"
"Ubiquinone and other terpenoid-quinone biosynthesis","7","5","3","10.096","0.99945","0.99994","0.86735","100","1","1","1","1","P68","EC000185;EC000186;EC000661;EC00081;EC00082"
"Tyrosine metabolism","42","42","36","73.776","0.99998","0.99999","0.95165","100","1","1","1","1","P69","EC000544;EC000545;EC0001018;EC0001019;EC000296;EC000297;EC0001013;EC0001007;EC0001029;EC0001032;EC0001033;EC000874;EC000875;EC000504;EC0001014;EC0001015;EC0001024;EC0001025;EC000343;EC000344;EC000345;EC000346;EC000630;EC000791;EC00081;EC00082;EC000790;EC000619;EC000620;EC000661;EC000877;EC000878;EC000430;EC000431;EC000432;EC0001009;EC0001010;EC000185;EC000186;EC0001021;EC0001022;EC000476;EC000787;EC000788;EC00018;EC000139;EC000140;EC000113;EC000114;EC000115;EC000116;EC000118;EC000554;EC000737;EC000491;EC0001351"
