"","Pathway total","Hits.total","Hits.sig","Expected","P(Fisher)","P(EASE)","P(Gamma)","Emp.Hits","Empirical","AdjP.Fisher","AdjP.EASE","AdjP.Gamma","Pathway Number","cpd.hits"
"Histidine metabolism","16","16","16","39.024","0.3795","0.50597","0.069583","100","1","1","1","1","P34","EC00019;EC00020;EC000866;EC000867;EC000868;EC000540;EC000542;EC000543;EC000152;EC000154;EC000366;EC000367;EC000368;EC000941;EC000942;EC000939;EC0001070;EC0001071;EC0001073;EC0001074;EC000373;EC000374;EC000650;EC000651;EC000653;EC000626;EC000405;EC000406;EC000407;EC000408;EC000573;EC000574;EC000199;EC000200;EC0001075;EC0001076;EC0001077;EC0001078;EC00037;EC00039"
"Retinol metabolism","16","16","15","12.243","0.42204","0.64576","0.077883","0","0","1","1","1","P35","EC000425;EC000426;EC000359;EC000360;EC000757;EC000535;EC000536;EC000537;EC0001254;EC0001255;EC0001334;EC0001335;EC0001191"
"Phenylalanine metabolism","8","8","8","17.599","0.4899","0.67224","0.093603","100","1","1","1","1","P36","EC000480;EC000481;EC000482;EC00078;EC00079;EC00080;EC000954;EC000955;EC000956;EC000957;EC000189;EC000190;EC000877;EC000878;EC000879;EC000504;EC00081;EC00082"
"Glycolysis or Gluconeogenesis","23","19","18","20.66","0.49406","0.66295","0.094681","100","1","1","1","1","P37","EC00064;EC00018;EC000206;EC00068;EC00070;EC000213;EC000214;EC000215;EC000121;EC000122;EC000341;EC000342;EC00085;EC00086;EC00087;EC00088;EC00023;EC00024;EC00027;EC000240;EC000241"
"One carbon pool by folate","26","22","18","35.963","0.50855","0.63714","0.098554","0","0","1","1","1","P38","EC000381;EC000411;EC000412;EC000161;EC000410;EC000183;EC0001;EC00065;EC00066;EC00067;EC00011;EC00017;EC000202;EC000203;EC000204;EC000322;EC000323;EC000324;EC000325;EC00028;EC00029;EC000473;EC00060;EC00061;EC00063;EC000774;EC000775;EC000776;EC000354;EC000219;EC000220;EC000221;EC000223;EC000100;EC000101;EC000102"
"Pentose phosphate pathway","23","23","23","39.024","0.51074","0.63415","0.099157","100","1","1","1","1","P39","EC00085;EC00086;EC00087;EC00088;EC000735;EC000736;EC000523;EC000524;EC000127;EC000128;EC000129;EC000137;EC000138;EC000121;EC000122;EC000965;EC000966;EC000967;EC000341;EC000342;EC000330;EC000331;EC000332;EC000674;EC000264;EC000265;EC000216;EC000218;EC000266;EC000751;EC000752;EC000753;EC000754;EC000755;EC000132;EC000278;EC000213;EC000214;EC000215"
"Riboflavin metabolism","4","4","4","7.6517","0.54022","0.7863","0.10769","0","0","1","1","1","P40","EC000260;EC000261;EC000262;EC00049;EC00050;EC00052;EC0009;EC000611"
"Phosphonate and phosphinate metabolism","4","2","2","4.591","0.54548","0.83762","0.1093","0","0","1","1","1","P41","EC0001148;EC0001149;EC0001150;EC0001061;EC0001062"
"Mannose type O-glycan biosynthesis","3","3","3","4.591","0.54548","0.83762","0.1093","0","0","1","1","1","P42","EC000548;EC00056;EC000631;EC000632;EC000633"
"Arginine and proline metabolism","35","33","30","52.031","0.60336","0.70257","0.12914","100","1","1","1","1","P43","EC00053;EC00054;EC000475;EC000289;EC000290;EC000291;EC00073;EC00074;EC000151;EC000298;EC00011;EC000533;EC000462;EC000322;EC000323;EC000324;EC000325;EC000376;EC000377;EC000378;EC0001099;EC0001100;EC000739;EC000740;EC000741;EC000742;EC000397;EC000399;EC000169;EC000170;EC000171;EC000172;EC00019;EC00020;EC000834;EC0001103;EC000643;EC000644;EC000777;EC000780;EC000781;EC000201;EC000573;EC000574;EC000813;EC000814;EC000815;EC000816;EC000859;EC000861;EC00018"
"Purine metabolism","70","62","56","87.994","0.6226","0.69738","0.13669","0","0","1","1","1","P44","EC00026;EC000362;EC000364;EC000365;EC000127;EC000128;EC000129;EC00057;EC00058;EC00059;EC000132;EC000827;EC000891;EC000906;EC000907;EC000908;EC000925;EC000926;EC000924;EC000919;EC0001;EC0006;EC00013;EC00015;EC000884;EC000148;EC000219;EC000220;EC000221;EC000223;EC000350;EC000351;EC000352;EC000463;EC000464;EC000465;EC000466;EC000468;EC0001001;EC0001002;EC0001003;EC000733;EC000103;EC000104;EC000164;EC000165;EC000166;EC000512;EC000267;EC000268;EC000280;EC000281;EC000245;EC000246;EC000669;EC00034;EC000369;EC000370;EC000590;EC00048;EC000231;EC000232;EC000896;EC000685;EC000686;EC000292;EC000293;EC000168;EC0001214;EC000697;EC0001410;EC0001412;EC0001413;EC0001415;EC0001416;EC000356;EC000357;EC000149;EC000150;EC000687;EC000782;EC0001125;EC0001126;EC0001418;EC0001419;EC0001421"
"Starch and sucrose metabolism","12","12","12","12.243","0.6483","0.82255","0.14766","0","0","1","1","1","P45","EC00090;EC00091;EC00092;EC00023;EC00024;EC00022;EC00085;EC00086;EC00087;EC00088;EC000341;EC000342"
"Galactose metabolism","27","26","26","23.72","0.65907","0.78992","0.15258","0","0","1","1","1","P46","EC000724;EC00085;EC00086;EC00087;EC00088;EC000439;EC000441;EC00090;EC00091;EC00092;EC00023;EC00024;EC000971;EC000972;EC000974;EC000968;EC000970;EC00022;EC000341;EC000342;EC000549;EC000550;EC000551"
"Glycerolipid metabolism","7","6","6","9.182","0.66432","0.85188","0.15506","100","1","1","1","1","P47","EC00095;EC00096;EC000206;EC000266;EC000121;EC000122;EC000213;EC000214;EC000215"
"Sulfur metabolism","8","5","4","6.1213","0.69103","0.89256","0.16849","0","0","1","1","1","P48","EC00048;EC000231;EC000232;EC000301;EC0001341;EC0001342"
"Ascorbate and aldarate metabolism","8","8","8","11.478","0.70331","0.86195","0.17518","100","1","1","1","1","P49","EC00023;EC00024;EC00022;EC000216;EC000218;EC000800;EC000192;EC000264;EC000265;EC000212;EC000552"
"alpha-Linolenic acid metabolism","12","5","3","7.6517","0.78792","0.92742","0.23259","0","0","1","1","1","P50","EC0001272;EC0001141;EC0001142;EC0001265;EC0001267;EC0001268;EC0001269"
"Glycerophospholipid metabolism","13","9","9","23.72","0.79267","0.88561","0.23655","100","1","1","1","1","P51","EC000121;EC000122;EC000294;EC000295;EC000476;EC000664;EC000665;EC000333;EC000334;EC000335;EC00095;EC00096;EC000519;EC000520;EC000521;EC000522;EC000469;EC000470;EC000471;EC000472;EC000670;EC000672"
"Nicotinate and nicotinamide metabolism","15","14","13","22.955","0.82325","0.90651","0.26465","100","1","1","1","1","P52","EC00037;EC00039;EC000567;EC000872;EC0001080;EC000666;EC000667;EC0002;EC000828;EC000178;EC000179;EC000180;EC000181;EC000811;EC000812;EC0004;EC000257;EC000258;EC000259;EC0001082;EC0001084"
"Selenocompound metabolism","16","5","4","4.591","0.83871","0.9649","0.28083","0","0","1","1","1","P53","EC0001063;EC0001064;EC00028;EC00029"
"Sphingolipid metabolism","11","11","9","14.538","0.83978","0.93029","0.28201","0","0","1","1","1","P54","EC0001123;EC0001124;EC000564;EC000299;EC000300;EC00060;EC00061;EC00063;EC000732;EC0001212;EC000333;EC000334;EC000335"
"Fatty acid degradation","35","13","7","11.478","0.86345","0.94884","0.3102","0","0","1","1","1","P55","EC000798;EC000251;EC000252;EC000820;EC000821;EC000822;EC0007;EC000947;EC000948;EC000949"
"Inositol phosphate metabolism","21","19","19","19.129","0.86606","0.93718","0.3136","100","1","1","1","1","P56","EC000676;EC000678;EC000688;EC000341;EC000342;EC00085;EC00086;EC00087;EC00088;EC00023;EC00024;EC000691;EC000693;EC00018;EC000121;EC000122;EC000212"
"Biosynthesis of unsaturated fatty acids","36","22","15","26.781","0.87595","0.93514","0.32703","0","0","1","1","1","P57","EC000449;EC000770;EC000251;EC000252;EC000705;EC000707;EC000529;EC000530;EC000718;EC000719;EC000720;EC000721;EC000228;EC000229;EC000230;EC000832;EC000833;EC0001141;EC0001142;EC0001146;EC0001147;EC0001143;EC0001144;EC000949"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","4","3","2","6.1213","0.8935","0.97495","0.3535","100","1","1","1","1","P58","EC000251;EC000252;EC000333;EC000334;EC000335"
"Fatty acid elongation","28","9","5","7.6517","0.9282","0.98223","0.41962","0","0","1","1","1","P59","EC000949;EC000798;EC000948;EC000947;EC000251;EC000252"
"Metabolism of xenobiotics by cytochrome P450","68","41","38","47.44","0.94203","0.96718","0.45372","100","1","1","1","1","P60","EC0001240;EC0001224;EC0001227;EC0001250;EC0001251;EC0001128;EC0001130;EC0001131;EC0001230;EC0001232;EC0001368;EC0001369;EC0001152;EC0001153;EC0001358;EC0001177;EC000558;EC0001222;EC0001242;EC0001243;EC0001245;EC0001252;EC0001239;EC0001246;EC0001247;EC0001228;EC0001248;EC000823;EC000824;EC000825;EC000681;EC000683;EC0001370;EC0001364;EC0001366;EC0001204;EC0001374;EC0001373;EC0001362;EC0001363;EC0001359;EC0001361"
"Fatty acid biosynthesis","9","7","6","13.773","0.94989","0.9833","0.47612","100","1","1","1","1","P61","EC000251;EC000252;EC000194;EC0001138;EC0001139;EC000801;EC000802;EC000716;EC000717;EC0001135;EC0001136"
"Biotin metabolism","4","3","3","6.8865","0.95534","0.99106","0.49335","0","0","1","1","1","P62","EC000134;EC000136;EC0001090;EC00035;EC00036"
"Phenylalanine, tyrosine and tryptophan biosynthesis","4","4","4","10.712","0.96617","0.99107","0.53304","100","1","1","1","1","P63","EC000189;EC000190;EC00078;EC00079;EC00080;EC00081;EC00082;EC000660"
"Ubiquinone and other terpenoid-quinone biosynthesis","7","5","4","9.9472","0.9787","0.99515","0.59333","100","1","1","1","1","P64","EC000185;EC000186;EC000187;EC000660;EC00081;EC00082;EC000461"
"Drug metabolism - other enzymes","28","17","13","25.251","0.98314","0.99346","0.62104","0","0","1","1","1","P65","EC0001320;EC0001319;EC0001324;EC0001325;EC0001326;EC0001203;EC0001206;EC0001402;EC0001405;EC0001327;EC000894;EC0001408;EC0001178;EC0001179;EC0001180;EC0001318;EC0001407;EC000257;EC000258;EC000259"
"Lipoic acid metabolism","17","9","7","13.008","0.98961","0.99745","0.67302","100","1","1","1","1","P66","EC0001262;EC0001264;EC00018;EC00064;EC00021;EC000304;EC000305;EC0001422;EC000161"
"Tryptophan metabolism","41","35","31","64.274","0.99387","0.99683","0.72198","100","1","1","1","1","P67","EC00075;EC00076;EC00077;EC000723;EC000538;EC000539;EC0001035;EC0001036;EC0001037;EC0001040;EC000829;EC000507;EC000508;EC000509;EC000805;EC000807;EC000808;EC000304;EC000305;EC000885;EC000886;EC000887;EC000897;EC000900;EC000493;EC000310;EC000311;EC000312;EC000495;EC000496;EC000498;EC0001051;EC0001052;EC000594;EC000595;EC000596;EC000598;EC000375;EC000321;EC0001044;EC0001045;EC0001047;EC0001056;EC0001057;EC0001059;EC000768;EC000111;EC000112;EC0001043;EC0001048;EC000681;EC000683;EC0001133;EC0001134"
"Caffeine metabolism","10","10","7","9.9472","0.99524","0.99918","0.74278","100","1","1","1","1","P68","EC00024;EC0001273;EC0001168;EC0001169;EC0001274;EC0001275"
"Tyrosine metabolism","42","42","37","72.691","0.99913","0.99958","0.84796","100","1","1","1","1","P69","EC000544;EC000545;EC0001018;EC0001019;EC000296;EC000297;EC0001013;EC000461;EC0001007;EC0001031;EC0001032;EC000874;EC000875;EC000504;EC0001014;EC0001015;EC0001024;EC0001025;EC0001026;EC000343;EC000344;EC000345;EC000346;EC000630;EC00081;EC00082;EC000790;EC000619;EC000620;EC000660;EC000877;EC000878;EC000879;EC000430;EC000431;EC000432;EC0001009;EC0001010;EC000185;EC000186;EC000187;EC0001021;EC000476;EC000787;EC000788;EC00018;EC000139;EC000140;EC000113;EC000114;EC000115;EC000116;EC000117;EC000118;EC000554;EC000555;EC000737;EC000491;EC000492"
