"","Pathway total","Hits.total","Hits.sig","Expected","P(Fisher)","P(EASE)","P(Gamma)","Emp.Hits","Empirical","AdjP.Fisher","AdjP.EASE","AdjP.Gamma","Pathway Number","cpd.hits"
"Citrate cycle (TCA cycle)","16","14","13","17.399","0.10686","0.25068","0.034551","100","1","1","1","1","P11","EC00021;EC00064;EC000964;EC00030;EC00032;EC000962;EC000963;EC000188;EC00027;EC000173;EC000174;EC000382;EC000383;EC000384;EC00018;EC000139;EC000140;EC00068;EC00069;EC00070"
"Pentose and glucuronate interconversions","18","18","18","21.353","0.12302","0.25613","0.035948","33","0.33","1","1","1","P12","EC000192;EC00022;EC00085;EC00086;EC00087;EC00088;EC00089;EC000264;EC000265;EC000127;EC000128;EC000129;EC000131;EC000137;EC000138;EC000361;EC000631;EC000632;EC000633;EC000212;EC000771;EC000772;EC000773;EC000548"
"Propanoate metabolism","19","10","10","15.817","0.14999","0.32565","0.038417","0","0","1","1","1","P13","EC000113;EC000114;EC000115;EC000116;EC000118;EC0001114;EC0001115;EC00030;EC00032;EC00028;EC00029;EC00018;EC000636;EC000637;EC000638;EC00064;EC0001392;EC000206"
"Arginine and proline metabolism","35","33","33","53.779","0.15021","0.23135","0.038438","100","1","1","1","1","P14","EC00053;EC00054;EC000475;EC000289;EC000290;EC000291;EC00073;EC00074;EC000647;EC000151;EC000298;EC00011;EC000533;EC000462;EC000322;EC000323;EC000324;EC000325;EC000810;EC000376;EC000377;EC000378;EC000615;EC000618;EC0001099;EC0001100;EC000739;EC000740;EC000741;EC000742;EC000397;EC000399;EC000169;EC000170;EC000171;EC000172;EC00019;EC00020;EC000834;EC0001102;EC0001103;EC000643;EC000644;EC000777;EC000778;EC000780;EC000781;EC000201;EC000573;EC000574;EC000575;EC000814;EC000815;EC000816;EC000859;EC000861;EC00018"
"Linoleic acid metabolism","4","4","4","11.072","0.15193","0.37356","0.038602","0","0","1","1","1","P15","EC000718;EC000719;EC000720;EC000721;EC0001234;EC0001235;EC0001236;EC0001237;EC0001238;EC000912;EC000913;EC000914;EC000915"
"Glycine, serine and threonine metabolism","30","22","22","45.079","0.1617","0.25559","0.039547","100","1","1","1","1","P16","EC00060;EC00061;EC00062;EC00063;EC000473;EC000203;EC000204;EC000475;EC000213;EC000214;EC000215;EC000322;EC000323;EC000324;EC000325;EC000774;EC000775;EC000776;EC000607;EC000608;EC000610;EC00028;EC00029;EC000161;EC000208;EC000209;EC000266;EC000193;EC000194;EC000289;EC000290;EC000291;EC000831;EC000100;EC000101;EC000102;EC000113;EC000114;EC000115;EC000116;EC000118;EC000854;EC000855;EC000856;EC000858;EC00018;EC000397;EC000399"
"Pyrimidine metabolism","39","37","34","64.851","0.16721","0.2436","0.040091","0","0","1","1","1","P17","EC0008;EC00057;EC00058;EC00059;EC000195;EC000639;EC000105;EC000106;EC00072;EC000286;EC000287;EC000288;EC000393;EC000394;EC000395;EC000396;EC000175;EC000176;EC000177;EC00056;EC000123;EC000124;EC00044;EC00045;EC00046;EC00047;EC000427;EC000428;EC000429;EC000528;EC000242;EC000243;EC000244;EC000570;EC000571;EC000423;EC000700;EC000454;EC000353;EC000354;EC000224;EC000225;EC000226;EC000227;EC000199;EC000200;EC0001394;EC0001395;EC0001396;EC0001188;EC0001189;EC000402;EC000403;EC000404;EC000284;EC000285;EC000132;EC000107;EC000108;EC00028;EC00029;EC000523;EC000524;EC000322;EC000323;EC000324;EC000325;EC0001190"
"Fructose and mannose metabolism","20","19","19","23.726","0.17686","0.32176","0.041063","100","1","1","1","1","P18","EC000549;EC000551;EC00023;EC00024;EC00025;EC000341;EC000342;EC00085;EC00086;EC00087;EC00088;EC00089;EC000817;EC000818;EC000819;EC00098;EC00099;EC000122;EC000206;EC000612;EC000613;EC000614;EC000306;EC000888;EC000889;EC000890"
"Arachidonic acid metabolism","43","43","43","31.635","0.18964","0.31469","0.042391","0","0","1","1","1","P19","EC000920;EC000921;EC000922;EC000923;EC000228;EC000229;EC000230;EC000760;EC000761;EC000762;EC0001110;EC0001112;EC0001113;EC000576;EC000577;EC000578;EC000579;EC000763;EC000390;EC000391;EC000392;EC000499;EC000500;EC000501;EC000502;EC000503;EC000909;EC000910;EC0001225;EC0001226;EC0001107;EC0001108;EC0001104;EC0001105"
"Butanoate metabolism","15","9","9","18.981","0.19185","0.36267","0.042626","100","1","1","1","1","P20","EC000636;EC000637;EC000638;EC000113;EC000114;EC000115;EC000116;EC000118;EC000322;EC000323;EC000324;EC000325;EC00019;EC00020;EC000249;EC00021;EC00030;EC00032;EC000771;EC000772;EC000773"
"Nitrogen metabolism","6","3","3","4.7452","0.22502","0.60519","0.046319","100","1","1","1","1","P21","EC00019;EC00020;EC000195;EC00057;EC00058;EC00059"
"beta-Alanine metabolism","21","14","14","26.099","0.2338","0.3847","0.047356","100","1","1","1","1","P22","EC000206;EC00018;EC00028;EC00029;EC00037;EC00039;EC000175;EC000176;EC000177;EC000393;EC000394;EC000395;EC000396;EC000366;EC000367;EC000368;EC000573;EC000574;EC000575;EC000533;EC000958;EC000959;EC000107;EC000108;EC000960;EC000152;EC000154;EC000298"
"Alanine, aspartate and glutamate metabolism","28","27","26","53.779","0.23567","0.33534","0.047579","100","1","1","1","1","P23","EC000621;EC000622;EC000623;EC000624;EC00037;EC00039;EC000175;EC000176;EC000177;EC000836;EC000837;EC000838;EC000839;EC000884;EC00028;EC00029;EC000113;EC000114;EC000115;EC000116;EC000118;EC00019;EC00020;EC000322;EC000323;EC000324;EC000325;EC00057;EC00058;EC00059;EC000588;EC000589;EC000859;EC000861;EC0001216;EC0001217;EC0001220;EC0001383;EC000188;EC00027;EC000139;EC000140;EC00018;EC000402;EC000403;EC000404;EC00030;EC00032;EC00021;EC000195;EC000338;EC000339;EC000340;EC000827;EC0001380;EC0001381"
"Glycolysis or Gluconeogenesis","23","19","18","21.353","0.25895","0.43277","0.050468","100","1","1","1","1","P24","EC00064;EC00018;EC000206;EC00068;EC00069;EC00070;EC000213;EC000214;EC000215;EC000122;EC000341;EC000342;EC00085;EC00086;EC00087;EC00088;EC00089;EC00023;EC00024;EC00025;EC00027;EC000240;EC000241"
"Valine, leucine and isoleucine degradation","35","14","14","25.308","0.26192","0.42045","0.05085","100","1","1","1","1","P25","EC000113;EC000114;EC000115;EC000116;EC000118;EC000235;EC000236;EC000237;EC000238;EC00064;EC000203;EC000204;EC000158;EC000160;EC000141;EC000142;EC000143;EC000144;EC000322;EC000323;EC000324;EC000325;EC000636;EC000637;EC000638;EC00030;EC00032"
"Starch and sucrose metabolism","12","12","12","12.654","0.28212","0.51648","0.053536","0","0","1","1","1","P26","EC00090;EC00091;EC00092;EC00023;EC00024;EC00025;EC00022;EC00085;EC00086;EC00087;EC00088;EC00089;EC000341;EC000342"
"Retinol metabolism","16","16","16","12.654","0.28212","0.51648","0.053536","0","0","1","1","1","P27","EC000425;EC000426;EC000359;EC000360;EC000757;EC000535;EC000536;EC000537;EC0001254;EC0001255;EC000797;EC0001334;EC0001335;EC0001191"
"Thiamine metabolism","5","3","3","3.9543","0.28866","0.69509","0.054439","100","1","1","1","1","P28","EC000100;EC000101;EC000102;EC000826;EC00064"
"Riboflavin metabolism","4","4","4","7.9086","0.3183","0.61561","0.05875","0","0","1","1","1","P29","EC000260;EC000261;EC000262;EC00049;EC00050;EC00051;EC00052;EC0009;EC000611"
"Vitamin B6 metabolism","9","9","9","15.026","0.37129","0.58832","0.067452","100","1","1","1","1","P30","EC0001121;EC0001122;EC000489;EC000511;EC000296;EC000297;EC00010;EC000253;EC000255;EC000256;EC000456;EC000457;EC000458;EC0001119;EC0001120;EC000565"
"Porphyrin metabolism","29","10","8","15.026","0.37129","0.58832","0.067452","0","0","1","1","1","P31","EC000443;EC000444;EC000445;EC000634;EC000635;EC000582;EC000583;EC000584;EC000586;EC000397;EC000399;EC00019;EC00020;EC000433;EC0001066;EC0001397"
"Valine, leucine and isoleucine biosynthesis","8","8","8","18.19","0.40681","0.60325","0.074099","100","1","1","1","1","P32","EC000208;EC000209;EC000235;EC000236;EC000237;EC000238;EC000141;EC000142;EC000143;EC000144;EC000158;EC000160;EC000113;EC000114;EC000115;EC000116;EC000118;EC000203;EC000204"
"Galactose metabolism","27","26","26","24.517","0.46152","0.62837","0.085864","0","0","1","1","1","P33","EC000724;EC00085;EC00086;EC00087;EC00088;EC00089;EC000439;EC000441;EC00090;EC00091;EC00092;EC00023;EC00024;EC00025;EC000971;EC000972;EC000973;EC000974;EC000968;EC000970;EC00022;EC000341;EC000342;EC000549;EC000551"
"Terpenoid backbone biosynthesis","14","7","6","13.445","0.46707","0.68629","0.087174","2","0.02","1","1","1","P34","EC000385;EC000386;EC000387;EC000388;EC000648;EC000649;EC000640;EC000641;EC000328;EC000329;EC0001375;EC000844;EC000846;EC000847"
"Steroid hormone biosynthesis","87","77","66","49.824","0.46819","0.58553","0.087441","0","0","1","1","1","P35","EC000207;EC000863;EC000864;EC000976;EC000977;EC000978;EC000979;EC000745;EC000990;EC000988;EC000459;EC000460;EC000903;EC000904;EC000905;EC000452;EC000453;EC000656;EC000657;EC000758;EC000534;EC000531;EC000532;EC000991;EC000992;EC000993;EC000994;EC000995;EC000943;EC000424;EC000592;EC000593;EC000953;EC000952;EC000892;EC0001354;EC000996;EC0001352;EC0001353;EC000989;EC0001198;EC0001199;EC0001197;EC0001195;EC0001196;EC0001193;EC0001194;EC000998;EC000999;EC0001000"
"Steroid biosynthesis","40","33","32","20.562","0.4771","0.6568","0.0896","0","0","1","1","1","P36","EC000654;EC000936;EC000709;EC000710;EC000711;EC000712;EC000713;EC000207;EC000931;EC000933;EC000934;EC000935;EC000628;EC0001207;EC0001208;EC000725;EC000842;EC0001409;EC000734;EC0001343;EC0001345"
"Inositol phosphate metabolism","21","19","19","19.772","0.51933","0.69657","0.10073","0","0","1","1","1","P37","EC000676;EC000677;EC000678;EC000688;EC000341;EC000342;EC00085;EC00086;EC00087;EC00088;EC00089;EC00023;EC00024;EC00025;EC000691;EC000692;EC000693;EC00018;EC000122;EC000212"
"Purine metabolism","70","62","58","90.949","0.52909","0.61295","0.10352","0","0","1","1","1","P38","EC00026;EC000362;EC000363;EC000364;EC000365;EC000127;EC000128;EC000129;EC000131;EC00057;EC00058;EC00059;EC000132;EC000827;EC000891;EC000906;EC000907;EC000908;EC000925;EC000926;EC000924;EC000919;EC0001;EC0006;EC00013;EC00015;EC000884;EC000148;EC000219;EC000220;EC000221;EC000223;EC000350;EC000351;EC000352;EC000463;EC000464;EC000466;EC000468;EC0001001;EC0001002;EC0001003;EC000733;EC000103;EC000104;EC000164;EC000165;EC000166;EC000512;EC000267;EC000268;EC000280;EC000281;EC000245;EC000246;EC000669;EC000901;EC00034;EC000369;EC000370;EC000590;EC00048;EC000231;EC000232;EC000896;EC000527;EC000685;EC000686;EC000292;EC000293;EC000168;EC0001213;EC0001214;EC000697;EC000699;EC0001410;EC0001412;EC0001413;EC0001415;EC0001416;EC000356;EC000357;EC000150;EC000687;EC000782;EC0001125;EC0001126;EC0001418;EC0001419;EC0001421"
"One carbon pool by folate","26","22","19","37.171","0.53723","0.66768","0.10593","0","0","1","1","1","P39","EC000381;EC000411;EC000412;EC000161;EC000410;EC000513;EC000183;EC000184;EC0001;EC00065;EC00067;EC00011;EC00017;EC000203;EC000204;EC000322;EC000323;EC000324;EC000325;EC00028;EC00029;EC000473;EC00060;EC00061;EC00062;EC00063;EC000774;EC000775;EC000776;EC000354;EC000219;EC000220;EC000221;EC000223;EC000100;EC000101;EC000102"
"Ascorbate and aldarate metabolism","8","8","8","11.863","0.57359","0.78024","0.11753","100","1","1","1","1","P40","EC00023;EC00024;EC00025;EC00022;EC000216;EC000218;EC000800;EC000192;EC000264;EC000265;EC000212;EC000552"
"Folate biosynthesis","26","22","22","22.144","0.57959","0.7379","0.11959","0","0","1","1","1","P41","EC000381;EC000269;EC000270;EC000562;EC0001096;EC0001094;EC0001095;EC00034;EC000581;EC000928;EC000164;EC000165;EC000166;EC0001097;EC0001098;EC0001377;EC0001256;EC0001257;EC000276;EC000828;EC0001379;EC0001401"
"Sphingolipid metabolism","11","11","9","15.026","0.5913","0.77476","0.12373","0","0","1","1","1","P42","EC0001123;EC0001124;EC000564;EC000299;EC000300;EC00060;EC00061;EC00062;EC00063;EC000732;EC0001212;EC000333;EC000334;EC000335;EC000337"
"Mannose type O-glycan biosynthesis","3","3","3","4.7452","0.60691","0.87489","0.12953","0","0","1","1","1","P43","EC000548;EC00056;EC000631;EC000632;EC000633"
"alpha-Linolenic acid metabolism","12","5","3","7.9086","0.61777","0.8412","0.13376","0","0","1","1","1","P44","EC0001272;EC0001141;EC0001142;EC0001265;EC0001266;EC0001267;EC0001268;EC0001269"
"Fatty acid biosynthesis","9","7","6","14.236","0.6402","0.81344","0.14307","100","1","1","1","1","P45","EC000251;EC000252;EC000193;EC000194;EC0001137;EC0001138;EC0001139;EC000801;EC000802;EC000804;EC000716;EC000717;EC0001135;EC0001136"
"Drug metabolism - cytochrome P450","43","30","29","40.334","0.68058","0.78491","0.16198","99","0.99","1","1","1","P46","EC000929;EC000930;EC0001181;EC0001313;EC0001315;EC0001294;EC0001296;EC0001297;EC0001300;EC0001301;EC0001302;EC0001303;EC0001304;EC0001171;EC0001332;EC0001281;EC0001282;EC0001287;EC0001288;EC0001284;EC0001285;EC0001286;EC0001182;EC0001183;EC0001184;EC0001185;EC0001310;EC0001312;EC0001292;EC0001293;EC0001035;EC0001036;EC0001305;EC0001306;EC000703;EC000704;EC0001309;EC0001330;EC0001333"
"Drug metabolism - other enzymes","28","17","15","26.099","0.7116","0.82929","0.17875","0","0","1","1","1","P47","EC0001320;EC0001319;EC0001324;EC0001325;EC0001326;EC0001203;EC0001206;EC0001402;EC0001403;EC0001405;EC0001327;EC000894;EC000895;EC0001408;EC0001178;EC0001179;EC0001180;EC0001318;EC0001316;EC0001321;EC0001322;EC0001407;EC000257;EC000258;EC000259"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","4","3","2","6.3269","0.7524","0.92362","0.20452","100","1","1","1","1","P48","EC000251;EC000252;EC000333;EC000334;EC000335;EC000337"
"Sulfur metabolism","8","5","4","6.3269","0.7524","0.92362","0.20452","0","0","1","1","1","P49","EC00048;EC000231;EC000232;EC000301;EC0001341;EC0001342"
"Phenylalanine metabolism","8","8","8","18.19","0.77506","0.88812","0.22107","100","1","1","1","1","P50","EC000480;EC000482;EC00078;EC00079;EC00080;EC000954;EC000955;EC000956;EC000957;EC000189;EC000190;EC000191;EC000877;EC000878;EC000504;EC00081;EC00082"
"Glycerophospholipid metabolism","13","9","9","24.517","0.77589","0.87673","0.22171","100","1","1","1","1","P51","EC000122;EC000294;EC000295;EC000476;EC000478;EC000664;EC000665;EC000333;EC000334;EC000335;EC000337;EC00095;EC00096;EC000519;EC000520;EC000521;EC000522;EC000469;EC000470;EC000471;EC000472;EC000670;EC000672"
"Biosynthesis of unsaturated fatty acids","36","22","18","27.68","0.77767","0.87329","0.22309","0","0","1","1","1","P52","EC000449;EC000769;EC000770;EC000865;EC000251;EC000252;EC000705;EC000707;EC000529;EC000530;EC000718;EC000719;EC000720;EC000721;EC000228;EC000229;EC000230;EC000832;EC000833;EC0001141;EC0001142;EC0001146;EC0001147;EC0001143;EC0001144;EC000949"
"Pentose phosphate pathway","23","23","23","40.334","0.78861","0.86774","0.23188","100","1","1","1","1","P53","EC00085;EC00086;EC00087;EC00088;EC00089;EC000735;EC000523;EC000524;EC000127;EC000128;EC000129;EC000131;EC000137;EC000138;EC000122;EC000965;EC000966;EC000967;EC000341;EC000342;EC000330;EC000331;EC000332;EC000673;EC000674;EC000264;EC000265;EC000216;EC000218;EC000266;EC000753;EC000754;EC000756;EC000132;EC000278;EC000213;EC000214;EC000215"
"Lysine degradation","21","14","12","30.053","0.80627","0.88979","0.24717","100","1","1","1","1","P54","EC00035;EC00036;EC000413;EC000414;EC000415;EC000416;EC000418;EC000814;EC000815;EC000816;EC000599;EC000600;EC00064;EC000304;EC000305;EC0001336;EC0001337;EC0001338;EC0001339;EC000376;EC000377;EC000378;EC000882;EC000883;EC000664;EC000665;EC000421;EC000684"
"Phenylalanine, tyrosine and tryptophan biosynthesis","4","4","4","11.072","0.82525","0.93422","0.26532","100","1","1","1","1","P55","EC000189;EC000190;EC000191;EC00078;EC00079;EC00080;EC00081;EC00082;EC000660;EC000661"
"Phosphonate and phosphinate metabolism","4","2","2","4.7452","0.87586","0.97619","0.32547","100","1","1","1","1","P56","EC0001148;EC0001149;EC0001150;EC0001062"
"Selenocompound metabolism","16","5","4","4.7452","0.87586","0.97619","0.32547","0","0","1","1","1","P57","EC0001063;EC0001064;EC00028;EC00029"
"Metabolism of xenobiotics by cytochrome P450","68","41","40","49.034","0.88612","0.93142","0.34046","99","0.99","1","1","1","P58","EC0001240;EC0001224;EC0001221;EC0001227;EC0001250;EC0001251;EC0001128;EC0001131;EC0001230;EC0001232;EC0001368;EC0001369;EC0001280;EC0001152;EC0001153;EC0001358;EC0001177;EC000558;EC0001222;EC0001242;EC0001243;EC0001245;EC0001252;EC0001239;EC0001246;EC0001247;EC0001228;EC0001248;EC000824;EC000825;EC000680;EC000681;EC000683;EC0001370;EC0001371;EC0001364;EC0001366;EC0001204;EC0001374;EC0001373;EC0001362;EC0001363;EC0001359;EC0001360;EC0001361"
"Biotin metabolism","4","3","3","7.1178","0.88675","0.97106","0.34143","0","0","1","1","1","P59","EC000134;EC000136;EC0001090;EC0001093;EC00035;EC00036"
"Pantothenate and CoA biosynthesis","18","15","13","33.216","0.88963","0.94094","0.34587","100","1","1","1","1","P60","EC000560;EC000561;EC000568;EC000569;EC000175;EC000176;EC000177;EC000393;EC000394;EC000395;EC000396;EC000203;EC000204;EC00037;EC00039;EC0007;EC000848;EC000851;EC000852;EC000853;EC000100;EC000101;EC000102;EC00028;EC00029;EC000107;EC000108;EC000158;EC000160;EC0006"
"Nicotinate and nicotinamide metabolism","15","14","13","23.726","0.89913","0.95275","0.36134","100","1","1","1","1","P61","EC00037;EC00039;EC000567;EC000872;EC000873;EC0001080;EC000666;EC000667;EC0002;EC000828;EC000178;EC000180;EC000181;EC000811;EC000812;EC0004;EC000257;EC000258;EC000259;EC0001082;EC0001084"
"Glycerolipid metabolism","7","6","6","9.4904","0.89923","0.96988","0.36151","100","1","1","1","1","P62","EC00095;EC00096;EC000206;EC000266;EC000122;EC000213;EC000214;EC000215"
"Fatty acid degradation","35","13","7","11.863","0.91112","0.97061","0.38281","0","0","1","1","1","P63","EC000798;EC000251;EC000252;EC000820;EC000821;EC000822;EC0007;EC000947;EC000948;EC000949"
"Fatty acid elongation","28","9","5","7.9086","0.95296","0.98976","0.48409","0","0","1","1","1","P64","EC000949;EC000798;EC000948;EC000947;EC000251;EC000252"
"Caffeine metabolism","10","10","7","10.281","0.95482","0.9882","0.49012","100","1","1","1","1","P65","EC00024;EC00025;EC0001273;EC0001167;EC0001168;EC0001169;EC0001274;EC0001275"
"Ubiquinone and other terpenoid-quinone biosynthesis","7","5","3","10.281","0.98841","0.99768","0.66054","100","1","1","1","1","P66","EC000185;EC000186;EC000187;EC000660;EC000661;EC00081;EC00082"
"Lipoic acid metabolism","17","9","7","13.445","0.99518","0.99897","0.74065","100","1","1","1","1","P67","EC0001262;EC0001264;EC00018;EC00064;EC00021;EC000964;EC000304;EC000305;EC000161"
"Tryptophan metabolism","41","35","29","66.433","0.99556","0.99779","0.74704","100","1","1","1","1","P68","EC00075;EC00076;EC00077;EC000723;EC000538;EC000539;EC0001035;EC0001036;EC0001040;EC000507;EC000508;EC000509;EC000805;EC000806;EC000807;EC000808;EC000304;EC000305;EC000885;EC000886;EC000887;EC000897;EC000898;EC000900;EC000493;EC000310;EC000311;EC000495;EC000496;EC000498;EC0001051;EC0001052;EC000594;EC000595;EC000596;EC000598;EC000375;EC000320;EC000321;EC0001044;EC0001045;EC0001046;EC0001047;EC0001056;EC0001057;EC0001059;EC000768;EC000111;EC000112;EC0001043;EC0001048;EC000680;EC000681;EC000683;EC0001133;EC0001134"
"Tyrosine metabolism","42","42","36","75.132","0.99997","0.99999","0.94607","100","1","1","1","1","P69","EC000544;EC000545;EC0001018;EC0001019;EC000296;EC000297;EC0001013;EC0001007;EC0001032;EC000874;EC000875;EC000504;EC0001014;EC0001015;EC0001024;EC0001025;EC000343;EC000345;EC000346;EC000347;EC000630;EC000791;EC00081;EC00082;EC000790;EC000619;EC000620;EC000660;EC000661;EC000877;EC000878;EC000430;EC000431;EC000432;EC0001010;EC000185;EC000186;EC000187;EC0001021;EC0001022;EC000476;EC000478;EC000787;EC000788;EC00018;EC000139;EC000140;EC000113;EC000114;EC000115;EC000116;EC000118;EC000554;EC000555;EC000737;EC000491;EC000492;EC0001351"
