"","Pathway total","Hits.total","Hits.sig","Expected","P(Fisher)","P(EASE)","P(Gamma)","Emp.Hits","Empirical","AdjP.Fisher","AdjP.EASE","AdjP.Gamma","Pathway Number","cpd.hits"
"Glycine, serine and threonine metabolism","30","22","22","45.73","0.12796","0.21354","0.036529","100","1","1","1","1","P12","EC00060;EC00061;EC00062;EC00063;EC000473;EC000203;EC000204;EC000475;EC000213;EC000214;EC000215;EC000322;EC000323;EC000324;EC000325;EC000774;EC000775;EC000776;EC000607;EC000608;EC000609;EC000610;EC00028;EC00029;EC000161;EC000208;EC000209;EC000266;EC000193;EC000194;EC000289;EC000290;EC000291;EC000831;EC000100;EC000101;EC000102;EC000113;EC000114;EC000115;EC000116;EC000118;EC000855;EC000856;EC000858;EC00018;EC000397;EC000398;EC000399"
"Citrate cycle (TCA cycle)","16","14","13","17.65","0.13127","0.29285","0.036828","100","1","1","1","1","P13","EC00021;EC00064;EC000964;EC00030;EC00032;EC000962;EC000963;EC000188;EC00027;EC000173;EC000174;EC000382;EC000383;EC000384;EC00018;EC000139;EC000140;EC00068;EC00069;EC00070"
"Folate biosynthesis","26","22","22","22.464","0.13313","0.27163","0.036996","0","0","1","1","1","P14","EC000381;EC000269;EC000270;EC000562;EC000563;EC0001096;EC0001094;EC0001095;EC00034;EC000581;EC000928;EC000164;EC000165;EC000166;EC0001097;EC0001098;EC0001377;EC0001256;EC0001257;EC000276;EC000927;EC000828;EC0001378;EC0001379;EC0001401"
"beta-Alanine metabolism","21","14","14","26.475","0.14997","0.28105","0.038564","100","1","1","1","1","P15","EC000206;EC00018;EC00028;EC00029;EC00037;EC00039;EC000175;EC000176;EC000177;EC000393;EC000394;EC000395;EC000396;EC000366;EC000367;EC000368;EC000573;EC000574;EC000575;EC000533;EC000958;EC000959;EC000107;EC000108;EC000110;EC000960;EC000152;EC000154;EC000298"
"Valine, leucine and isoleucine degradation","35","14","14","25.673","0.17034","0.31119","0.040557","100","1","1","1","1","P16","EC000113;EC000114;EC000115;EC000116;EC000118;EC000235;EC000236;EC000237;EC000238;EC00064;EC000203;EC000204;EC000158;EC000159;EC000160;EC000141;EC000142;EC000143;EC000144;EC000322;EC000323;EC000324;EC000325;EC000636;EC000637;EC000638;EC00030;EC00032"
"Linoleic acid metabolism","4","4","4","11.232","0.17627","0.41339","0.041157","0","0","1","1","1","P17","EC000718;EC000719;EC000720;EC000721;EC0001234;EC0001235;EC0001236;EC0001237;EC0001238;EC000912;EC000913;EC000914;EC000915"
"Propanoate metabolism","19","10","10","16.046","0.17933","0.37102","0.041472","0","0","1","1","1","P18","EC000113;EC000114;EC000115;EC000116;EC000118;EC0001114;EC0001115;EC00030;EC00032;EC00028;EC00029;EC00018;EC000636;EC000637;EC000638;EC00064;EC0001392;EC000206"
"Alanine, aspartate and glutamate metabolism","28","27","26","54.555","0.2092","0.30641","0.044679","100","1","1","1","1","P19","EC000621;EC000622;EC000623;EC000624;EC00037;EC00039;EC000175;EC000176;EC000177;EC000836;EC000837;EC000838;EC000839;EC000884;EC00028;EC00029;EC000113;EC000114;EC000115;EC000116;EC000118;EC00019;EC00020;EC000322;EC000323;EC000324;EC000325;EC00057;EC00058;EC00059;EC000587;EC000588;EC000589;EC000859;EC000860;EC000861;EC0001216;EC0001217;EC0001383;EC000188;EC00027;EC000139;EC000140;EC00018;EC000402;EC000403;EC000404;EC00030;EC00032;EC00021;EC000195;EC000338;EC000339;EC000340;EC000827;EC0001380;EC0001381"
"Histidine metabolism","16","16","16","40.916","0.23165","0.35139","0.047269","100","1","1","1","1","P20","EC00019;EC00020;EC000866;EC000867;EC000868;EC000540;EC000542;EC000543;EC000152;EC000154;EC000366;EC000367;EC000368;EC000941;EC000942;EC000939;EC0001070;EC0001071;EC0001072;EC0001073;EC0001074;EC000372;EC000373;EC000374;EC000650;EC000651;EC000653;EC000626;EC000405;EC000406;EC000407;EC000408;EC000409;EC000573;EC000574;EC000575;EC000199;EC000200;EC0001076;EC0001077;EC0001078;EC00037;EC00039"
"Pyrimidine metabolism","39","37","34","65.787","0.2375","0.3292","0.047971","2","0.02","1","1","1","P21","EC0008;EC00057;EC00058;EC00059;EC000195;EC000639;EC000105;EC000106;EC00072;EC000286;EC000287;EC000288;EC000393;EC000394;EC000395;EC000396;EC000175;EC000176;EC000177;EC00056;EC000123;EC000124;EC00044;EC00045;EC00046;EC00047;EC000427;EC000428;EC000429;EC000528;EC000242;EC000243;EC000244;EC000570;EC000571;EC000423;EC000700;EC000454;EC000353;EC000354;EC000224;EC000225;EC000226;EC000227;EC000199;EC000200;EC0001394;EC0001395;EC0001396;EC0001188;EC0001189;EC000402;EC000403;EC000404;EC000285;EC000132;EC000107;EC000108;EC000110;EC00028;EC00029;EC000523;EC000524;EC000322;EC000323;EC000324;EC000325;EC0001190"
"Arachidonic acid metabolism","43","43","43","32.091","0.23968","0.37904","0.048235","0","0","1","1","1","P22","EC000920;EC000921;EC000922;EC000923;EC000228;EC000229;EC000230;EC000760;EC000761;EC000762;EC0001110;EC0001112;EC0001113;EC000576;EC000577;EC000578;EC000579;EC000763;EC000389;EC000390;EC000391;EC000392;EC000499;EC000500;EC000501;EC000503;EC000909;EC000910;EC0001225;EC0001226;EC0001107;EC0001108;EC0001104;EC0001105"
"Nitrogen metabolism","6","3","3","4.8137","0.24528","0.63283","0.048922","100","1","1","1","1","P23","EC00019;EC00020;EC000195;EC00057;EC00058;EC00059"
"Valine, leucine and isoleucine biosynthesis","8","8","8","18.453","0.26118","0.45589","0.050932","100","1","1","1","1","P24","EC000208;EC000209;EC000235;EC000236;EC000237;EC000238;EC000141;EC000142;EC000143;EC000144;EC000158;EC000159;EC000160;EC000113;EC000114;EC000115;EC000116;EC000118;EC000203;EC000204"
"Glutathione metabolism","19","13","13","22.464","0.27465","0.45114","0.052707","100","1","1","1","1","P25","EC00040;EC00041;EC00042;EC0004;EC000145;EC000516;EC000517;EC000518;EC000100;EC000101;EC000102;EC00019;EC00020;EC000701;EC000739;EC000740;EC000741;EC000742;EC00073;EC00074;EC000151;EC000298;EC000533;EC0001290"
"Thiamine metabolism","5","3","3","4.0114","0.31016","0.71855","0.057722","100","1","1","1","1","P26","EC000100;EC000101;EC000102;EC000826;EC00064"
"Steroid biosynthesis","40","33","32","20.859","0.34147","0.53052","0.062592","0","0","1","1","1","P27","EC000654;EC000936;EC000709;EC000710;EC000711;EC000712;EC000713;EC000207;EC000931;EC000933;EC000934;EC000935;EC000628;EC0001207;EC0001208;EC000725;EC000726;EC000842;EC0001409;EC000734;EC0001343;EC0001345"
"Riboflavin metabolism","4","4","4","8.0228","0.34994","0.65014","0.063987","0","0","1","1","1","P28","EC000260;EC000261;EC000262;EC00049;EC00050;EC00051;EC00052;EC0009;EC000611"
"Biotin metabolism","4","3","3","7.2206","0.41041","0.71406","0.07504","0","0","1","1","1","P29","EC000134;EC000136;EC0001090;EC0001091;EC0001092;EC0001093;EC00035;EC00036"
"Sphingolipid metabolism","11","11","10","15.243","0.41771","0.63582","0.076515","0","0","1","1","1","P30","EC0001123;EC0001124;EC000564;EC000299;EC000300;EC000182;EC00060;EC00061;EC00062;EC00063;EC000732;EC0001212;EC000333;EC000334;EC000335;EC000337"
"Porphyrin metabolism","29","10","8","15.243","0.41771","0.63582","0.076515","0","0","1","1","1","P31","EC000444;EC000445;EC000634;EC000635;EC000582;EC000583;EC000584;EC000586;EC000397;EC000398;EC000399;EC00019;EC00020;EC000433;EC0001066;EC0001397"
"Butanoate metabolism","15","9","9","19.255","0.41784","0.61319","0.076543","100","1","1","1","1","P32","EC000636;EC000637;EC000638;EC000113;EC000114;EC000115;EC000116;EC000118;EC000322;EC000323;EC000324;EC000325;EC00019;EC00020;EC000249;EC00021;EC00030;EC00032;EC000771;EC000772"
"Phenylalanine metabolism","8","8","8","18.453","0.45924","0.65476","0.085577","100","1","1","1","1","P33","EC000480;EC000481;EC000482;EC00078;EC00079;EC00080;EC000954;EC000955;EC000956;EC000957;EC000189;EC000190;EC000191;EC000877;EC000878;EC000504;EC00081;EC00082;EC00083"
"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis","4","3","3","6.4183","0.47831","0.77686","0.09015","100","1","1","1","1","P34","EC000182;EC000251;EC000252;EC000333;EC000334;EC000335;EC000337"
"Pentose and glucuronate interconversions","18","18","18","21.662","0.4939","0.67149","0.094103","100","1","1","1","1","P35","EC000192;EC00022;EC00085;EC00086;EC00087;EC00088;EC000264;EC000265;EC000127;EC000128;EC000129;EC000131;EC000137;EC000138;EC000361;EC000631;EC000632;EC000633;EC000212;EC000771;EC000772;EC000548"
"Terpenoid backbone biosynthesis","14","7","6","13.639","0.51323","0.72723","0.099288","92","0.92","1","1","1","P36","EC000385;EC000386;EC000387;EC000388;EC000648;EC000649;EC000640;EC000641;EC000328;EC000329;EC0001375;EC000844;EC000846;EC000847"
"Biosynthesis of unsaturated fatty acids","36","22","19","28.08","0.54978","0.70024","0.11005","0","0","1","1","1","P37","EC000182;EC000449;EC000770;EC000865;EC000251;EC000252;EC000705;EC000706;EC000707;EC000708;EC000529;EC000530;EC000718;EC000719;EC000720;EC000721;EC000228;EC000229;EC000230;EC000832;EC000833;EC0001141;EC0001142;EC0001146;EC0001147;EC0001143;EC0001144;EC000949"
"Steroid hormone biosynthesis","87","77","63","50.544","0.55741","0.67077","0.11247","0","0","1","1","1","P38","EC000207;EC000863;EC000864;EC000976;EC000977;EC000978;EC000979;EC000745;EC000990;EC000988;EC000459;EC000460;EC000903;EC000904;EC000452;EC000453;EC000656;EC000657;EC000758;EC000534;EC000531;EC000532;EC000991;EC000992;EC000993;EC000994;EC000995;EC000424;EC000591;EC000592;EC000593;EC000944;EC000953;EC000952;EC000892;EC0001354;EC0001355;EC000996;EC0001352;EC0001353;EC000989;EC0001198;EC0001199;EC0001197;EC0001195;EC0001193;EC0001194;EC000998;EC000999;EC0001000"
"Lysine degradation","21","14","13","30.487","0.60618","0.74206","0.12956","100","1","1","1","1","P39","EC00035;EC00036;EC000413;EC000414;EC000415;EC000416;EC000417;EC000418;EC000814;EC000815;EC000816;EC000599;EC000600;EC00064;EC000304;EC000305;EC0001336;EC0001337;EC0001338;EC0001339;EC000835;EC000376;EC000377;EC000378;EC000882;EC000883;EC000664;EC000665;EC000421;EC000684"
"One carbon pool by folate","26","22","21","37.707","0.6131","0.73547","0.13223","0","0","1","1","1","P40","EC000381;EC000411;EC000412;EC000161;EC000239;EC000410;EC000513;EC000183;EC0001;EC00065;EC00067;EC00011;EC00017;EC000203;EC000204;EC000322;EC000323;EC000324;EC000325;EC00028;EC00029;EC000473;EC00060;EC00061;EC00062;EC00063;EC000774;EC000775;EC000776;EC000354;EC000219;EC000220;EC000221;EC000223;EC000100;EC000101;EC000102"
"Pantothenate and CoA biosynthesis","18","15","14","33.696","0.62528","0.75183","0.13711","94","0.94","1","1","1","P41","EC000646;EC000560;EC000561;EC000568;EC000569;EC000175;EC000176;EC000177;EC000393;EC000394;EC000395;EC000396;EC000203;EC000204;EC00037;EC00039;EC0007;EC000848;EC000851;EC000852;EC000853;EC000100;EC000101;EC000102;EC00028;EC00029;EC000107;EC000108;EC000110;EC000158;EC000159;EC000160;EC0006"
"Drug metabolism - cytochrome P450","43","30","28","40.916","0.63063","0.74571","0.13932","89","0.89","1","1","1","P42","EC000929;EC000930;EC0001181;EC0001314;EC0001315;EC0001294;EC0001296;EC0001297;EC0001300;EC0001301;EC0001302;EC0001303;EC0001304;EC0001171;EC0001332;EC0001281;EC0001282;EC0001287;EC0001288;EC0001284;EC0001285;EC0001286;EC0001182;EC0001183;EC0001184;EC0001185;EC0001310;EC0001312;EC0001292;EC0001293;EC0001035;EC0001036;EC0001037;EC0001305;EC0001306;EC000703;EC000704;EC0001309;EC0001330;EC0001333"
"Mannose type O-glycan biosynthesis","3","3","3","4.8137","0.63456","0.88999","0.14098","0","0","1","1","1","P43","EC000548;EC00056;EC000631;EC000632;EC000633"
"alpha-Linolenic acid metabolism","12","5","3","8.0228","0.6523","0.8632","0.14875","0","0","1","1","1","P44","EC0001272;EC0001141;EC0001142;EC0001265;EC0001266;EC0001267;EC0001268;EC0001269"
"Glycolysis or Gluconeogenesis","23","19","18","21.662","0.67487","0.81495","0.15946","100","1","1","1","1","P45","EC00064;EC00018;EC000206;EC00068;EC00069;EC00070;EC000213;EC000214;EC000215;EC000119;EC000122;EC000341;EC00085;EC00086;EC00087;EC00088;EC00023;EC00024;EC00027;EC000240;EC000241"
"Fatty acid biosynthesis","9","7","7","14.441","0.68468","0.84502","0.16442","100","1","1","1","1","P46","EC000251;EC000252;EC000193;EC000194;EC0001137;EC0001138;EC0001139;EC000801;EC000802;EC000716;EC000717;EC0001135;EC0001136;EC000182"
"Glycerophospholipid metabolism","13","9","9","24.871","0.69009","0.81845","0.16724","100","1","1","1","1","P47","EC000119;EC000122;EC000294;EC000295;EC000476;EC000478;EC000664;EC000665;EC000333;EC000334;EC000335;EC000337;EC00095;EC00096;EC000519;EC000520;EC000521;EC000522;EC000469;EC000470;EC000471;EC000472;EC000670;EC000672"
"Fructose and mannose metabolism","20","19","19","24.069","0.72391","0.84414","0.1864","100","1","1","1","1","P48","EC000549;EC000551;EC00023;EC00024;EC000341;EC00085;EC00086;EC00087;EC00088;EC000817;EC000818;EC000819;EC00099;EC000119;EC000122;EC000206;EC000612;EC000613;EC000614;EC000306;EC000888;EC000889;EC000890"
"Nicotinate and nicotinamide metabolism","15","14","13","24.069","0.72391","0.84414","0.1864","100","1","1","1","1","P49","EC00037;EC00039;EC000567;EC000872;EC000873;EC0001080;EC000666;EC000667;EC0002;EC000828;EC000178;EC000179;EC000180;EC000181;EC000811;EC000812;EC0004;EC000257;EC000258;EC000259;EC0001081;EC0001082;EC0001084"
"Purine metabolism","70","62","58","92.263","0.73157","0.79696","0.19115","0","0","1","1","1","P50","EC00026;EC000362;EC000363;EC000364;EC000365;EC000127;EC000128;EC000129;EC000131;EC00057;EC00058;EC00059;EC000132;EC000827;EC000891;EC000906;EC000907;EC000908;EC000925;EC000926;EC000924;EC000919;EC0001;EC0006;EC00013;EC00015;EC000884;EC000148;EC000219;EC000220;EC000221;EC000223;EC000350;EC000351;EC000352;EC000463;EC000464;EC000465;EC000466;EC000467;EC000468;EC0001001;EC0001002;EC0001003;EC000733;EC000104;EC000164;EC000165;EC000166;EC000512;EC000267;EC000268;EC000280;EC000281;EC000245;EC000246;EC000442;EC000669;EC000901;EC00034;EC000369;EC000370;EC000590;EC00048;EC000231;EC000232;EC000896;EC000685;EC000686;EC000292;EC000293;EC000168;EC0001214;EC000697;EC000699;EC0001410;EC0001412;EC0001413;EC0001416;EC000356;EC000357;EC000358;EC000150;EC000687;EC000782;EC0001125;EC0001126;EC0001419;EC0001421"
"Glycerolipid metabolism","7","6","6","9.6274","0.77235","0.91553","0.21937","100","1","1","1","1","P51","EC00095;EC00096;EC000206;EC000266;EC000119;EC000122;EC000213;EC000214;EC000215"
"Starch and sucrose metabolism","12","12","12","12.837","0.77321","0.90355","0.22003","0","0","1","1","1","P52","EC00090;EC00091;EC00092;EC00094;EC00023;EC00024;EC00022;EC00085;EC00086;EC00087;EC00088;EC000341"
"Sulfur metabolism","8","5","4","6.4183","0.77846","0.93548","0.2241","0","0","1","1","1","P53","EC00048;EC000231;EC000232;EC000301;EC0001341;EC0001342"
"Metabolism of xenobiotics by cytochrome P450","68","41","38","49.742","0.79758","0.86917","0.23986","87","0.87","1","1","1","P54","EC0001240;EC0001224;EC0001221;EC0001227;EC0001250;EC0001251;EC0001128;EC0001130;EC0001131;EC0001230;EC0001232;EC0001367;EC0001368;EC0001369;EC0001280;EC0001152;EC0001153;EC0001358;EC000558;EC0001222;EC0001242;EC0001243;EC0001245;EC0001252;EC0001239;EC0001246;EC0001247;EC0001228;EC0001248;EC000824;EC000825;EC000679;EC000680;EC000681;EC000683;EC0001370;EC0001371;EC0001364;EC0001365;EC0001366;EC0001204;EC0001373;EC0001362;EC0001363;EC0001359;EC0001360;EC0001361"
"Ascorbate and aldarate metabolism","8","8","8","12.034","0.81434","0.92746","0.25506","100","1","1","1","1","P55","EC00023;EC00024;EC00022;EC000216;EC000218;EC000800;EC000192;EC000264;EC000265;EC000212;EC000552"
"Fatty acid degradation","35","13","8","12.034","0.81434","0.92746","0.25506","0","0","1","1","1","P56","EC000798;EC000182;EC000251;EC000252;EC000820;EC000821;EC000822;EC0007;EC000947;EC000948;EC000949"
"Galactose metabolism","27","26","26","24.871","0.82113","0.90694","0.26162","0","0","1","1","1","P57","EC000724;EC00085;EC00086;EC00087;EC00088;EC000440;EC000441;EC00090;EC00091;EC00092;EC00094;EC00023;EC00024;EC000971;EC000972;EC000973;EC000974;EC000968;EC000970;EC00022;EC000341;EC000549;EC000551"
"Pentose phosphate pathway","23","23","23","40.916","0.84337","0.90728","0.28504","100","1","1","1","1","P58","EC00085;EC00086;EC00087;EC00088;EC000735;EC000523;EC000524;EC000127;EC000128;EC000129;EC000131;EC000137;EC000138;EC000119;EC000122;EC000965;EC000966;EC000967;EC000341;EC000330;EC000331;EC000332;EC000673;EC000674;EC000264;EC000265;EC000216;EC000218;EC000266;EC000753;EC000754;EC000755;EC000756;EC000132;EC000278;EC000213;EC000214;EC000215"
"Phenylalanine, tyrosine and tryptophan biosynthesis","4","4","4","11.232","0.85239","0.94756","0.2955","100","1","1","1","1","P59","EC000189;EC000190;EC000191;EC00078;EC00079;EC00080;EC00081;EC00082;EC00083;EC000660"
"Fatty acid elongation","28","9","6","8.0228","0.86452","0.96133","0.31059","0","0","1","1","1","P60","EC000182;EC000949;EC000798;EC000948;EC000947;EC000251;EC000252"
"Phosphonate and phosphinate metabolism","4","2","2","4.8137","0.8909","0.9803","0.34831","100","1","1","1","1","P61","EC0001148;EC0001149;EC0001150;EC0001062"
"Selenocompound metabolism","16","5","4","4.8137","0.8909","0.9803","0.34831","93","0.93","1","1","1","P62","EC0001063;EC0001064;EC00028;EC00029"
"Drug metabolism - other enzymes","28","17","15","26.475","0.93652","0.97159","0.43832","0","0","1","1","1","P63","EC0001320;EC0001319;EC0001324;EC0001325;EC0001326;EC0001203;EC0001206;EC0001402;EC0001405;EC0001327;EC000894;EC000895;EC0001408;EC0001178;EC0001179;EC0001180;EC0001318;EC0001316;EC0001322;EC0001407;EC000257;EC000258;EC000259"
"Inositol phosphate metabolism","21","19","19","20.057","0.94271","0.97763","0.45447","100","1","1","1","1","P64","EC000676;EC000677;EC000678;EC000688;EC000341;EC00085;EC00086;EC00087;EC00088;EC00023;EC00024;EC000691;EC000693;EC00018;EC000119;EC000122;EC000212"
"Tryptophan metabolism","41","35","32","67.392","0.94785","0.96893","0.46897","100","1","1","1","1","P65","EC00075;EC00076;EC00077;EC000723;EC000538;EC000539;EC0001035;EC0001036;EC0001037;EC0001038;EC0001039;EC0001040;EC000507;EC000508;EC000509;EC000806;EC000807;EC000808;EC000304;EC000305;EC000885;EC000886;EC000887;EC000897;EC000898;EC000900;EC000493;EC000310;EC000311;EC0001055;EC000495;EC000496;EC000498;EC0001051;EC0001052;EC000595;EC000596;EC000598;EC000375;EC000318;EC000321;EC0001044;EC0001045;EC0001046;EC0001047;EC0001056;EC0001057;EC0001059;EC0001041;EC000768;EC000111;EC000112;EC0001043;EC0001048;EC0001050;EC000679;EC000680;EC000681;EC000683;EC0001133;EC0001134"
"Caffeine metabolism","10","10","9","10.43","0.96441","0.99125","0.5249","100","1","1","1","1","P66","EC00024;EC0001273;EC0001167;EC0001168;EC0001169;EC0001274;EC0001275;EC0001277"
"Lipoic acid metabolism","17","9","7","13.639","0.99671","0.99934","0.76972","100","1","1","1","1","P67","EC0001262;EC0001264;EC00018;EC00064;EC00021;EC000964;EC000304;EC000305;EC000161"
"Ubiquinone and other terpenoid-quinone biosynthesis","7","5","3","10.43","0.99843","0.99978","0.81667","100","1","1","1","1","P68","EC000185;EC000186;EC000660;EC00081;EC00082;EC00083"
"Tyrosine metabolism","42","42","36","76.217","0.99999","1","0.96443","100","1","1","1","1","P69","EC000544;EC000545;EC0001018;EC0001019;EC000296;EC000297;EC0001013;EC0001007;EC0001029;EC0001032;EC000874;EC000875;EC000504;EC0001014;EC0001015;EC0001024;EC0001025;EC0001026;EC000343;EC000345;EC000346;EC000347;EC000630;EC000791;EC00081;EC00082;EC00083;EC000790;EC000619;EC000620;EC000660;EC000877;EC000878;EC000430;EC000431;EC000432;EC0001009;EC0001010;EC000185;EC000186;EC0001021;EC000476;EC000478;EC000787;EC00018;EC000139;EC000140;EC000113;EC000114;EC000115;EC000116;EC000118;EC000554;EC000555;EC000737;EC000491;EC000492;EC0001351"
